model,window,method,policy,residual_residency,nll,hbm_mib,dram_mib
llama,23,tq4,,1.0,1.6511024039730913,274.251953125,0.0
llama,24,bf16,,,2.034569374155467,1056.0,0.0
llama,24,tq2,,,2.4348164206721776,142.25048828125,0.0
llama,24,paged_precision,,0.0,2.410095235616609,142.25439453125,0.0
llama,24,paged_precision,sink,0.1,2.3945481654101286,155.75439453125,118.5
llama,24,paged_precision,recent,0.1,2.1173860291188475,155.75439453125,118.5
llama,24,paged_precision,attention_ema,0.1,2.0829968471039706,155.75439453125,118.5
llama,24,paged_precision,sink,0.25,2.3855075125246685,175.25439453125,99.0
llama,24,paged_precision,recent,0.25,2.0991680204473937,175.25439453125,99.0
llama,24,paged_precision,attention_ema,0.25,2.071144477947115,175.25439453125,99.0
llama,24,paged_precision,sink,0.5,2.3544383235225723,208.25439453125,66.0
llama,24,paged_precision,recent,0.5,2.089040192611037,208.25439453125,66.0
llama,24,paged_precision,attention_ema,0.5,2.0823897088950503,208.25439453125,66.0
llama,24,tq3,,,2.103514530859229,208.2509765625,0.0
llama,24,tq4,,1.0,2.062550704254491,274.251953125,0.0
llama,25,bf16,,,1.1714020290112543,1056.0,0.0
llama,25,tq2,,,1.5959716805755289,142.25048828125,0.0
llama,25,paged_precision,,0.0,1.5326615844763278,142.25439453125,0.0
llama,25,paged_precision,sink,0.1,1.4876973740781505,155.75439453125,118.5
llama,25,paged_precision,recent,0.1,1.1999338115622242,155.75439453125,118.5
llama,25,paged_precision,attention_ema,0.1,1.1862881850398495,155.75439453125,118.5
llama,25,paged_precision,sink,0.25,1.436973716109831,175.25439453125,99.0
llama,25,paged_precision,recent,0.25,1.187062501293366,175.25439453125,99.0
llama,25,paged_precision,attention_ema,0.25,1.1724051054734437,175.25439453125,99.0
llama,25,paged_precision,sink,0.5,1.4145528730965662,208.25439453125,66.0
llama,25,paged_precision,recent,0.5,1.1938441386098546,208.25439453125,66.0
llama,25,paged_precision,attention_ema,0.5,1.1751938893708278,208.25439453125,66.0
llama,25,tq3,,,1.253489670233142,208.2509765625,0.0
llama,25,tq4,,1.0,1.185948038622838,274.251953125,0.0
llama,26,bf16,,,1.6770285456750713,1056.0,0.0
llama,26,tq2,,,1.994900727172535,142.25048828125,0.0
llama,26,paged_precision,,0.0,1.9589168905080214,142.25439453125,0.0
llama,26,paged_precision,sink,0.1,1.961251205269491,155.75439453125,118.5
llama,26,paged_precision,recent,0.1,1.7450336626486234,155.75439453125,118.5
llama,26,paged_precision,attention_ema,0.1,1.7126276004691405,155.75439453125,118.5
llama,26,paged_precision,sink,0.25,1.9139687967506234,175.25439453125,99.0
llama,26,paged_precision,recent,0.25,1.7308954248242046,175.25439453125,99.0
llama,26,paged_precision,attention_ema,0.25,1.6855605081332214,175.25439453125,99.0
llama,26,paged_precision,sink,0.5,1.9147627991835634,208.25439453125,66.0
llama,26,paged_precision,recent,0.5,1.7203952953118176,208.25439453125,66.0
llama,26,paged_precision,attention_ema,0.5,1.6832534066393379,208.25439453125,66.0
llama,26,tq3,,,1.73127463132775,208.2509765625,0.0
llama,26,tq4,,1.0,1.681630971496773,274.251953125,0.0
llama,27,bf16,,,1.1930812417883274,1056.0,0.0
llama,27,tq2,,,1.3749259571004586,142.25048828125,0.0
llama,27,paged_precision,,0.0,1.4047723411190418,142.25439453125,0.0
llama,27,paged_precision,sink,0.1,1.3718010292554936,155.75439453125,118.5
llama,27,paged_precision,recent,0.1,1.2075300366646182,155.75439453125,118.5
llama,27,paged_precision,attention_ema,0.1,1.2124450663404573,155.75439453125,118.5
llama,27,paged_precision,sink,0.25,1.3690635247087357,175.25439453125,99.0
llama,27,paged_precision,recent,0.25,1.2099734902201362,175.25439453125,99.0
llama,27,paged_precision,attention_ema,0.25,1.208829755094186,175.25439453125,99.0
llama,27,paged_precision,sink,0.5,1.3700383035088635,208.25439453125,66.0
llama,27,paged_precision,recent,0.5,1.2009544480288383,208.25439453125,66.0
llama,27,paged_precision,attention_ema,0.5,1.194907970354393,208.25439453125,66.0
llama,27,tq3,,,1.2261152070110768,208.2509765625,0.0
llama,27,tq4,,1.0,1.1978785798748035,274.251953125,0.0
llama,28,bf16,,,1.5271582566876845,1056.0,0.0
llama,28,tq2,,,1.6901771537663421,142.25048828125,0.0
llama,28,paged_precision,,0.0,1.6964183177103678,142.25439453125,0.0
llama,28,paged_precision,sink,0.1,1.6964657008167592,155.75439453125,118.5
llama,28,paged_precision,recent,0.1,1.581213344394783,155.75439453125,118.5
llama,28,paged_precision,attention_ema,0.1,1.5631496736775077,155.75439453125,118.5
llama,28,paged_precision,sink,0.25,1.6798821153906829,175.25439453125,99.0
llama,28,paged_precision,recent,0.25,1.5733108496388226,175.25439453125,99.0
llama,28,paged_precision,attention_ema,0.25,1.5593153589435218,175.25439453125,99.0
llama,28,paged_precision,sink,0.5,1.7028678443879244,208.25439453125,66.0
llama,28,paged_precision,recent,0.5,1.5563355067121787,208.25439453125,66.0
llama,28,paged_precision,attention_ema,0.5,1.5544972813837177,208.25439453125,66.0
llama,28,tq3,,,1.5680893000410663,208.2509765625,0.0
llama,28,tq4,,1.0,1.5264481043305196,274.251953125,0.0
llama,29,bf16,,,1.4534977874437622,1056.0,0.0
llama,29,tq2,,,1.7316035878079674,142.25048828125,0.0
llama,29,paged_precision,,0.0,1.6671689791086237,142.25439453125,0.0
llama,29,paged_precision,sink,0.1,1.64632483112905,155.75439453125,118.5
llama,29,paged_precision,recent,0.1,1.5037657966484517,155.75439453125,118.5
llama,29,paged_precision,attention_ema,0.1,1.4609045982320765,155.75439453125,118.5
llama,29,paged_precision,sink,0.25,1.654790034197731,175.25439453125,99.0
llama,29,paged_precision,recent,0.25,1.486371055934768,175.25439453125,99.0
llama,29,paged_precision,attention_ema,0.25,1.4735632381281647,175.25439453125,99.0
llama,29,paged_precision,sink,0.5,1.6537227294340937,208.25439453125,66.0
llama,29,paged_precision,recent,0.5,1.4747672878592084,208.25439453125,66.0
llama,29,paged_precision,attention_ema,0.5,1.4739532951258099,208.25439453125,66.0
llama,29,tq3,,,1.5134477069914283,208.2509765625,0.0
llama,29,tq4,,1.0,1.456103592951692,274.251953125,0.0
